verdict,lake,lake_id,waterbody_id,field,repo_value,alberta_value,note
fill,Open Creek Reservoir,wb6726,6726,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Outpost Lake (Police Lake),wb5504,5504,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Oyen (Concrete Plant) Pond,wb18020,18020,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Oyen Reservoir,wb6714,6714,stocked_years,,2021 2022 2023,
fill,Parker Lake,wb5521,5521,stocked_years,,2021 2022 2023 2025,
fill,Parlby Reservoir (Tees Fish Pond),wb6718,6718,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Payne (Mami) Lake,wb5513,5513,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Peanut Lake,wb5538,5538,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Peppers Lake,wb5555,5555,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Petite Lake,wb5565,5565,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Phyllis Lake,wb5569,5569,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pierre Greys Lakes (Lower) #1,wb6534,6534,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pierre Greys Lakes (Middle) #2,wb6533,6533,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pierre Greys Lakes (Upper) #3,wb5572,5572,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pine Coulee Reservoir,wb18007,18007,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pit 24 Lake,wb23789,23789,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pit 35 Lake,wb23790,23790,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pit 44 Lake,wb24312,24312,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pit 45 Lake,wb23791,23791,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Pleasure Island (Twomey) Reservoir,wb6706,6706,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Ponoka Centennial Park Pond,wb6871,6871,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Radway Fish Pond,wb26047,26047,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Rainbow Lake Pond,wb6705,6705,stocked_years,,2021 2023 2024 2025 2026,
fill,Rainbow Park Pond (Westlock Recreation Pond),wb6613,6613,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Rat Lake,wb6702,6702,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Reesor Lake,wb5661,5661,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Ribbon Lake,wb5667,5667,stocked_years,,2021,
fill,Riverstone Pond,wb22504,22504,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Rocky Children's Pond,wb3485,3485,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Running Lake,wb5714,5714,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Salter's Lake,wb5729,5729,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Sardine Lake,wb6695,6695,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Sauer Lake,wb5753,5753,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Schuman Lake,wb5766,5766,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Severn Creek Reservoir,wb6697,6697,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Shark Lake,wb5788,5788,stocked_years,,2021 2025,
fill,Shell True North Pond,wb328085,328085,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Shemeluk Lake,wb6699,6699,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Shunda Lake (Fish Lake),wb5804,5804,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Shuster Lake,wb6688,6688,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Sibbald Lake,wb5805,5805,stocked_years,,2025 2026,
fill,Sibbald Meadows Pond,wb3486,3486,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Silkstone Lake,wb6651,6651,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,South Sundance Lake,wb6652,6652,stocked_years,,2022 2024,
fill,South Two Lake,wb6051,6051,stocked_years,,2022 2023 2024 2025 2026,
fill,Sparrows Egg Lake,wb5858,5858,stocked_years,,2021 2022 2023 2025 2026,
fill,Spring (Cottage) Lake,wb5874,5874,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Spring Coulee Park Pond,wb6692,6692,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Spring Lake (Spirit River),wb6693,6693,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Spruce Coulee Reservoir,wb3534,3534,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,St. Paul Fish Pond,wb24702,24702,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Star Lake,wb5895,5895,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Stenton Lake,wb5901,5901,stocked_years,,2021 2025,
fill,Stirling Children's Pond,wb6682,6682,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Strathmore Children's Pond,wb6686,6686,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Strubel Lake,wb5919,5919,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Sulphur Lake,wb5929,5929,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Swan Lake,wb5944,5944,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Taber Trout Pond,wb318138,318138,stocked_years,,2021 2023 2024 2025 2026,
fill,Tamarack Lake,wb6635,6635,stocked_years,,2021 2022 2023 2024 2025,
fill,Tay Lake,wb5968,5968,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Tea Lake,wb5971,5971,stocked_years,,2022 2025,
fill,Telegraph Park Pond,wb6674,6674,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Texaco East Pond,wb6636,6636,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Texaco Pond,wb6637,6637,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Three Isle Lake,wb5990,5990,stocked_years,,2021 2025,
fill,Tim Horton Children's Pond,wb6677,6677,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Trapper Lake,wb6638,6638,stocked_years,,2022 2024,
fill,Twin Lakes,wb6039,6039,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Two Hills Pond,wb6670,6670,stocked_years,,2021 2022 2023 2026,
fill,Upper Kananaskis Lake,wb6061,6061,stocked_years,,2022 2025 2026,
fill,Upper Smuts Lake,wb6606,6606,stocked_years,,2025,
fill,Valleyview Children's Pond,wb6618,6618,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Vegreville Children's Pond,wb6619,6619,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Vegreville Trout Pond,wb6620,6620,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Victor Lake,wb6086,6086,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Wallace Park Pond,wb6622,6622,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Weberville Pond,wb6609,6609,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,West Dollar Lake,wb6524,6524,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,West Rivers Edge Pond (Fort Lions Park Pond),wb26854,26854,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Wetaskiwin Pond,wb18019,18019,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Whitecourt Town Pond,wb21137,21137,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Whiteridge Recreational Area Pond (Blueridge Pit),wb26033,26033,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Wildhorse Lakes (Upper Wildhorse Lake),wb6160,6160,stocked_years,,2021 2022 2024 2025 2026,
fill,Wildwood Pond (Stones Pond),wb6625,6625,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Winchell Lake,wb6617,6617,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Windsor Lake,wb6173,6173,stocked_years,,2021 2023 2024 2025 2026,
fill,Wolf Creek Pond,wb6626,6626,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Yellowhead Lake,wb6601,6601,stocked_years,,2021 2022 2023 2024 2025 2026,
fill,Zamma Community Pond,wb6598,6598,stocked_years,,2021 2023 2025,
